#id,Text,Label,STRENGTHS,WEAKNESSES,OPPORTUNITIES,THREATS
335,"This extensive experience of management and their track record in driving the Company?s growth till date provides comfort about the project execution and networking capabilities of the Company which would help in driving the growth of business. Further, it has also enabled them to maintain long-term relationship with client like Triton Valves Limited, Schindler India Private Limited and Rockhan Industries Limited. Furthermore, under their able leadership the Company has executed projects across India and is also well poised to undertake projects even in SAARC and middle-east countries. Also having completely recovered from the difficulties in FY 2016 the company has grown y-o-y as can be seen in the table below. The improving track record of revenue growth testifies the efficiency of the business model applied by the Company.",1,1,0,0,0
336,Enhancing business opportunities by providing value additions to traditional services,1,1,0,0,0
337,"The Company provides a wide range services in the field of comprehensive design and detailed engineering services. It further provides services with a philosophy of ?Total Design? wherein it tries to collaborate all design decisions together, and integrate the whole process as a single delivery. The clients also stand to gain from this holistic approach as complete design encompassing all the nuances of a civil engineering project removes flaws and improves efficiency in the project with the involvement of lesser teams for execution of a singular project. Further the Company is also using its wide expertise and has ventured into allied activities including offering of services like survey of commercial or industrial property for making informed decisions on purchase/disposal of properties. Another important value add solution that Besten provides is in the form of procurement support and project management ensuring smooth execution of the project from inception till the close out and handover of the project. The wide bouquet of service offering ensures improved client satisfaction and increase chances of future business engagement giving Besten opportunities to enhance its operational scale.",1,1,0,0,0
338,Underleveraged capital structure marked with adequate interest coverage,1,1,0,0,0
339,"Owing to the inherent service nature of the business in which Besten operates, the capex requirement is low and operations are not highly capital intensives. Besten has largely funded its operations from internal cash accrual and extended payables, reliance on bank funding for meeting its working capital requirement has been low or nil. Due to these reasons the leverage remained low throughout the review period except in FY 2016 when new vehicle loans were availed. However, with steady repayments post FY 2016 has improved the leverage and enhanced the financial flexibility. Accordingly, debt equity ratio stood at a comfortable level of 0.11 times in FY 2019. Lower debt levels entailed lower interest expenses which coupled with improved profitability resulted in comfortable interest coverage ratio of 45.75 times in FY 2019.",1,1,0,0,0
340,Improving profit margins (operating and net level) driven by improvement in scale of operations thereby resulting in high returns,1,1,0,0,0
341,"Although the profitability of the Company has fluctuated during the review period; the same has improved at all levels in FY 2019 and FY 2018 (net profit margin has improved y-o-y from FY 2017 onward). The increase in project execution during the review period has helped Besten to achieve improved margins. The improvement in profitability has also helped in achieving improved and healthy returns as can be witnessed in the table below. However, overall profitability at operating level remains constrained driven by moderate scale of operations thereby resulting into underutilization of the existing resources to their fullest potential.",1,1,0,0,0
342,"Further, the increased revenue has also helped in absorption of fixed and semi-variable cost over an improving revenue base leading to economies of scale and thereby improving profitability. However, sustenance of profitability and return indicators while scaling up operations will remain crucial.",1,1,0,0,0
355,Long track record and experienced and qualified management,1,1,0,0,0
356,"The Company has a long track record of more than two and a half decades which indicates its ability to survive economic and business cycles. It has an experienced management team that is currently led by Mr. Bharatkumar Chhotalal Shah ? Managing Director, has more than four decades in the injection moulds and injection moulded thermoplastic components industry. The promoter intitally started with manufacturing for white good industry and subsequently expanded to tooling and manufacturing injection moulded components. Currently, it operates through 4 plants and is undertaking expansion at Sanand, Gujarat.",1,1,0,0,0
357,"The Company?s operations are managed by Mr. Bharatkumar Shah and his two sons- Mr. Rahul Shah and Mr. Rushabh Shah who are into the business of rmore than 7 years. This extensive experience provides comfort about the execution and networking capabilities of the Company. The long-standing experience of the management has helped the Company to build established relationships with customers and suppliers, thus ensuring repeat orders and ease in sourcing of materials. The extensive experience of the management is expected to sustain the business profile of the Company over the medium term.",1,1,0,0,0
358,Wide product portfolio coupled with established business relationship with reputed clients driving business growth,1,1,0,0,0
359,"The Company has a has a wide product basket covering segments like Exterior Parts Console & Armrest Child Parts HVAC Parts, IP Parts, Pillar Trims, Roof Console Parts, Seating Parts, Door Parts and Safety Parts. A wide product portfolio helps in widening the customer base (currently its customer base comprises of 20-22 customers). This has also enabled the Company to form a business relationship with customers like Mahindra Two Wheelers Limited, Ford Motor Company, Tata AutoComp Systems Limited, DENSO Corporation, Reydel Automotive (India) Private Limited, Yanfeng India Automotive Interior Systems Private Limited, Magneti Marelli Motherson Auto System Limited, Grupo Antolin India Private Limited, Lear Automotive India Private Limited and MAHLE Engineering Services India Private Limited amongst others. The Company has a strong business relationship of more than 5 years with these customers; which has helped it gain y-o-y repeat orders. Established relationship of credible customers providing repeat orders to the Company ensures steady revenue visibility for the future and mitigates the risk of realization from debtors.",1,1,0,0,0
378,Large network of agents helps in penetrating into diversified geographies leading to robust growth during the review period,1,1,0,0,0
379,"The Company has a large network of distributors and agents across nation as well as in the overseas market. As indicated, the Company has a clientele base of around 500 customers across the globe including distributors and agents. The laminating adhesives are primarily sold to the flexible packaging industries and mainly cater to FMCG companies (food segment). However, since the product does not directly come in contact with food, it is not necessary for the product to be food grade. Some of BPPL?s customers include Parle Products Private Limited, Balaji Wafers Private Limited, Uma Polymers, etc.",1,1,0,0,0
380,"With large network of agents for distribution, the Company has been able to tap various geographies which includes UAE, Singapore, Nigeria, Nepal, Sri Lanka and others. Although the Company has relationship of around 2 to 6 years with its customers, it has built healthy relationship with them which has resulted in repeat business rendering revenue visibility which is reflected in Company?s growth at a CAGR of ~58% over the past three years through FY 2019. Reputed clientele base with large distribution network is expected to help the Company to further scale up its operations over the near to medium term. As informed, in FY 2020, the Company expects a growth of ~15-20% in revenue. The growth is revenue will be restricted due to the current manufacturing capacity of the plant.",1,1,0,0,0
381,"Although the Company has marked a substantial growth in its top-line, the working capital requirements have been efficiently managed. The same primarily emanated from its moderate collection period of 79 days (for FY 2019) with low inventory holding of around two months. With large customer base including agents, the collection is generally within 70 to 75 days. Further, the laminating adhesives are manufactured with an average batch time of around 1-5 days, resulting in low inventory holding. As the Company operates under stock and sale model, ~43% (for FY 2019) of the total inventory constituted of finished products. These working capital requirements are funded through credit availed from suppliers and working capital funds. Part of its sourcing is also against letter of credit of 90 days which helps to fund its working capital requirements.",1,1,0,0,0
382,"Further, the Company?s cash flow from operations remained positive throughout the review period. With increasing scale of operations, it remains critical for the Company to prudently manage its working capital as any incremental requirements may impact its cash flow position.",1,1,0,0,0
383,Extensive experience of the promoters in the adhesive/ solvent manufacturing industry,1,1,0,0,0
384,"Established in 2011, the Company commenced its operations in 2013. The Company is managed by Dr. Ravinder Talwar and his son, Mr. Gaurav Talwar who have experience of more than four and one decade, respectively, in the adhesives and packaging industries. Dr. Ravinder Talwar who is an IIT graduate and holds doctorate in philosophy, also is on the board of Foodquest Private Limited. The long-standing presence of the promoters in the industry has helped the Company to cater to reputed clientele and build healthy relationship with its customers, resulting in repeat business which is reflected in Company?s CAGR of ~58%. Further, being in the business for more than a decade helps the promoters to have an understanding of the industry dynamics which is further expected to improve and sustain the overall business profile of the Company over near to medium term.",1,1,0,0,0
402,"Cadila is operating in the pharmaceutical industry for more than three decades. The Group is engaged in manufacturing of Active Pharmaceutical Ingredients (APIs), veterinary products and human formulations. It is also engaged in research, development, production, marketing and distribution of pharmaceutical products. It manufactures both formulations and API drugs for more than 45 therapeutic segments.",1,1,0,0,0
403,"The Group is primarily engaged in the business of manufacturing and marketing of pharmaceutical products, both active pharmaceutical ingredients and finished dosage formulations. Cadila is also engaged in basic new drug discovery research, several other newer technology products such as transdermal and biosimilars and generic product development activities.",1,1,0,0,0
404,"The Group is present in the niche consumer wellness space through its subsidiary, Zydus Wellness Limited which has three established brands, ?Sugar Free?, a low calorie sugar substitute, ?EverYuth?, a range of skincare products and ?Nutralite?, a cholesterol free table spread. In animal healthcare segment the Group launched 8 new products in India and received 25 new marketing authorizations for the export business during the year. The Group is developing a pipeline of 20 biologics, comprising 14 biosimilars and 6 novel biological products. It launched a new product namely ExemptiaTM, world?s first biosimilar of Adalimumab.",1,1,0,0,0
405,Strong R&D focus resulting in continuous product launches and strong product pipeline,1,1,0,0,0
406,"The Group?s Zydus Research Centre (ZRC) spearheads the Group?s New Chemical Entity (NCE) Research. It currently conducts basic new drug discovery research in cardio-metabolic, inflammation, pain and oncology therapeutic areas.",1,1,0,0,0
407,"During FY 2017, the Group initiated Phase II clinical trials of Lipaglyn in the US and received approval from the USFDA for conducting Phase II clinical trials. In FY 2017, the Group signed a collaboration agreement with Medicines for Malaria Venture (MMV) to develop investigational anti-malarial compound.",1,1,0,0,0
408,"In FY 2018, the Group received the marketing approval from the regulatory authority of Mexico, COFEPRIS to commercialize Lipaglyn in Mexico, for the treatment of Dyslipidemia in patients with diabetes mellitus type 2 and Hypertriglyceridemia in patients with diabetes mellitus type 2 not controlled by statins. It also Initiated Phase II clinical trials in India for investigating ZYAN1 as a treatment for anemia associated with chronic kidney disease (CKD).",1,1,0,0,0
409,"During the FY 19, the Group completed Phase II clinical trials of Desidustat (ZYAN1) in non-dialysis dependent Chronic Kidney Disease (CKD-ND) patients with anemia. The Group also announced Phase-III clinical trials of Desidustat in CKD-ND indication, during the year. The Group?s lead program Lipaglyn is currently undergoing Phase II clinical trials in the US for 3 indications viz. Severe Hypertriglyceridemia, Non Alcoholic Steato Hepatitis (NASH) and Primary Biliary Cholangitis (PBC). The molecule is also undergoing Phase III clinical trials in India for 3 indications viz. Lipodystrophy, NASH and Type 2 Diabetes.",1,1,0,0,0
410,These factors will continue to provide revenue visibility to the Group.,1,1,0,0,0
411,Experienced and qualified management leading to robust business growth,1,1,0,0,0
412,"The Group is operating in the manufacturing Active Pharmaceutical Ingredients (APIs), formulations and veterinary products for over a decade. The Group is currently being led by Mr. Pankaj Ramanbhai Patel, the Chairman and Director. He holds master?s degree in pharmacy and has a vast experience in this field of more than three decades. Being in the industry for more than two decades coupled with experience of promoter, the Group has been able to establish healthy relationship with its customers.",1,1,0,0,0
413,"Mr. Patel is engaged with strengthening the Group?s research and development capabilities, supporting progressive people practices and building a holistic culture of operational excellence. He is supported by experienced and well qualified next level leadership team.",1,1,0,0,0
414,Significant revenue growth coupled with increased operational efficiency led to comfortable profitability indicators through increase in topline and prudent management of expenses,1,1,0,0,0
415,"Although the Group witnessed an uneven trend in profitability, it remained comfortable throughout the review period. The profitability at gross level has been achieved owing to increase in revenue coupled with prudent management of direct expenses. The gross profit margin remained above 40% throughout the review period. At net level also, the Group has managed its profitability at 15.25% in FY 2018 and14.53% in FY 2019.",1,1,0,0,0
416,The Group has seen a stable revenue growth during the period under review. The revenue of the Group has increased by 26.33% in FY 2018 and 10.08% in FY 2019. The increase in revenue in FY 2019 was owing to higher sales in existing regions and expansion in geographic reach and product portfolio.,1,1,0,0,0
417,"As per provisional numbers, revenue of the Group on a consolidated basis grew by 20% in H1 FY 2020 over same period last year but net margin declined from 15% for H1 FY 2019 to 9% in H1 FY 2020. On a standalone basis, revenue declined by 11% in H1 FY 2020 over same period last year, but net margin declined from 20% for H1 FY 2019 to 6% in H1 FY 2020.",1,1,0,0,0
434,Integrated testing service player offering a gamut of services and association with multiple partners,1,1,0,0,0
435,"The Group is an integrated service player having capabilities across a wide spectrum of testing services. The services offered by the group include quality assurance, quality engineering, advisory and transformation, digital assurance. As informed, around 87% of the total revenue is derived from repeat business. The current order book of the group is USD 103 million to be executed over next 12 months.",1,1,0,0,0
436,"During FY 2016, the Company entered into strategic partnership with Verbat Technologies Inc. in the space of digital technologies and quality assurance to tap UK and European markets. It also entered into partnership with SmartBear Software Inc. to provide software testing solutions, quality assured applications, and use of automated testing tools. DevOps tool developed by the Company complements emerging technologies like Cloud, big data, mobility, and IoT. In FY 2015, the Group wholly acquired Cigniti Technologies (UK) Limited, Cigniti Technologies (Australia) Pty Limited, Cigniti Technologies Inc. and Cigniti Technologies (Canada) Inc. In FY 2014, the Group wholly acquired Gallop Solutions Inc., Texas, USA and Gallop Solutions Private Limited, India. As informed by the management, the Group?s key strength lies in its 2,200+ professionals, IP-led innovation, and experience in working across industries along with a focus on next generation proprietary testing platform called BlueSwanTM. It consists of five elements: Verita, Velocita, Cesta, Praxia, and Prudentia which help to align, assure, and accelerate the digital transformation journey of customers.",1,1,0,0,0
437,"Further, in FY 2017, the Group formed 10 partnerships which would enable it to cater to diverse needs of emerging areas such as Devops, continuous testing, digital assurance etc. These strategic partnerships/ acquisitions enabled the group to increase its revenues y-o-y and scale up its operations. In FY 2018 the Group used its Next Generation Testing Platform - BlueSwan, capable of serving clients across domains - to achieve growth through IP led software services. Its strategic focus includes over 30 of Cigniti?s large clients use its Next Generation Testing Platform - BlueSwan, capable of serving clients across domains - to achieve growth through IP led software services. Thus, the group large service portfolio along with association with multiple partners is expected to benefit its business profile over the medium term.",1,1,0,0,0
438,Diversified clientele base coupled with large repeat business,1,1,0,0,0
439,"The Group has a base of 230 active clients which include 49 Fortune 500 companies and 24 million-dollar accounts with majority of the clients being added in the USA and UK region. The majority of customer are ISV (Independent Software Vendors) (16.9% of the total revenue in FY 2019), BFSI (Banking, Financial Services & Insurance) (16.1% to the total revenue), Travel & Hospitality (22.3% to the total revenue), Healthcare & Life Sciences (10.8% to the total revenue), Retail & E-commerce sectors (9.1% to the total revenue) amongst others. Thus, providing a diversified revenue profile across industry verticals. Further, the Company is overhauling its customer portfolio, the low and negative margin customers are removed and are replaced with high margins ones. It has been targeting the Fortune 500 or global 2000 companies where IT and quality assurance and testing budgets are high.",1,1,0,0,0
440,"As informed, the group earns majority of its revenue from renewal of the contracts/product up-gradation, annual maintenance contracts etc., which provides more revenue visibility owing to recurring and sticky nature of services. Further, a few of the contracts are of multi-year and sticky nature of services being provided (where testing services are needed owing to change in business environment, new software releases, migration from old systems to new systems or cloud) leads to long association with the customers. Also, as informed, the Group has various multiyear contracts with various customers including Southwest Airlines Co., Subway IP Inc., Ryaniar DAC, Atom Bank Plc, LG&E&KU, Ricoh Limited, Freeman, BCBS, Europe?s largest airline, Synovus Financial Corporation.",1,1,0,0,0
441,The group has a wide clientele base with the top 5 clients contributing up to 18% of the total revenue in FY 2019 which insulates it from any customer concentration risk.,1,1,0,0,0
442,Extensive experience of the management driving the business,1,1,0,0,0
443,"The group is led by Mr. Chakkilam Venkata Subramanyam, Chairman and Managing Director of the group. He holds a bachelor?s degree in Commerce & Law and Post Graduate Diploma in Business Management and has more than 15 years of experience in IT industry. The CEO (chief executive officer) Mr. Srikanth Chakkilam, who holds a MS from the University of Southern California, would also help the Group steer itself into the desired direction. Also, the Group has added on the board IT luminaries including Mr. Phannesh Murthy and Mr. Srinath Batni with decades of experience in the industry thus helping the Group to increase its scale of operations the management?s experience has helped the group in acquisition of new business, strengthen its capabilities and drive growth in the revenue. The group has been able to add new clients y-o-y on the back of strategic acquisition and partnerships.",1,1,0,0,0
444,Improvement in financial risk profile on the back of improvement in profitability,1,1,0,0,0
445,"In FY 2017, Cigniti underwent a major overhaul in strategy thereby leading to fall in profitability on account of surge in employee cost and impairment of tool development cost. The employee cost increased by almost 32% from the previous years on the back of addition of new employees, revision of salaries, and employee cost incurred on tool development. The Group incurred substantial expenses on development of software testing products and tools over the past few years and had been assessing any potential impairment of such tools/products. Considering the overall market outlook for the software products in the testing space, the Group carried out an impairment analysis of such products and in the absence of estimates of future cash flows arising from the sale of product licenses for these tools, decided to fully impair such tool developments costs (book value INR 3,320,791 thousand). The losses led to an erosion of the group?s networth and it stood negative as on 31st March 2018 despite profitability at all levels in FY 2018.",1,1,0,0,0
446,"With improvement in revenue and profitability in FY 2019, the tangible networth turned positive and the Group was able to repay its loans and have minimum utilization of working capital loans. Profitability improved on account of scalable customer base and better pricing. This led to improvement in the financial risk and liquidity profile of the Group as depicted in the table below:",1,1,0,0,0
447,"Despite improvement seen during FY 2019, the sustenance of the same over the near to medium term remains critical.",1,1,0,0,0
467,Established market position in the artificial marble industry on the back of experience of promoters,1,1,0,0,0
468,"Albeit the operations of the Company commenced in 2008, Mr. Amit Mafatlal Shah, the second generation entrepreneur was earlier operating two partnership firms which were engaged in trading of marbles. He has an experience of around a decade in the industry. Under his leadership, the Company has widened its portfolio from processing of natural marbles to manufacturing of artificial marbles, quartz, and other precision stones. Moreover, Mr. Madaswamy Karupawamy having a technical experience of more than three decades also supports its operations.",1,1,0,0,0
469,"On the back of long standing presence of the promoters in the industry and their established relationship with customers and international suppliers, the Company has been able to establish its position in the fragmented unorganized market. As indicated by management, the Company has an established position in the artificial marble industry and is the largest importer of natural marble in India. This is reflected in Company?s revenue growth at a compounded annual growth rate of around 16% over the three year period. Furthermore, the Company has set up four depots/ stockyards and an exclusive showroom for exotic marbles and granite in Silvassa to help enhance its brand. Understanding of the industry dynamics and long presence is likely to benefit the Company to further improve and sustain its business profile over the medium term.",1,1,0,0,0
470,"Weak industry sentiments during FY 2017 had impacted the Company?s revenue and profitability during FY 2017. However, on the back of increased volumes, higher realization for its products and expansion of its dealership network on pan India basis, led to improvement in the revenue and profit margins. The Company has registered a revenue growth of 12% during FY 2018. Further, it expanded its quartz manufacturing capacity in FY 2019 resulting in increase in revenue from this segment which accounted for around 27% (against 17% in FY 2018). Further increased demand for marbles also led to growth in topline during FY 2019.",1,1,0,0,0
471,"With increase in scale of operations and higher revenue generated from quartz which fetch higher margins than natural and artificial marbles, led to improvement in the profitability of the Company. Its operating margins improved from 7.7% in FY 2017 to 16.5% in FY 2019. Further increase in export revenue also supported the margin growth. As indicated by management, in value terms, natural marbles account for around 55% of the revenue which have higher margins than artificial marbles.",1,1,0,0,0
472,"On the back of improving profitability levels, the Company?s return indicators have remained moderate with RoCE of 20% and RoTN of around 23% during FY 2019. As informed by management, the Company has an order book of around INR 84 crore and has registered revenue of around INR 286 crore for H1 FY 2020. It expects to close the current fiscal (FY 2020) at around INR 560 crore. With expected moderation in the revenue because of slowdown in the end user industry, it remains critical for the Company to sustain its growth and profitability amidst competition and weak industry sentiments.",1,1,0,0,0
473,"Wide range of product offerings catering to retailers, dealers and developers",1,1,0,0,0
474,"The Company offers different varieties of marbles depending on the requirements of the customers. It processes natural marbles, quartz as well as artificial marbles, granites. Along with marbles, CMC also sells onyx, travertino, quartz and other precious stones. The Company has a portfolio of around 500 varieties in natural and artificial marbles and quartz.",1,1,0,0,0
475,"These marbles, granites and quartz find application in the residential and commercial space. Retail segment contributes around 70% to CMC?s revenue, followed by distributors and builders. As indicated it has a network of more than 100 dealers across pan India basis to tap new customers. Few of the projects where the Company has supplied marbles include Hiranandani projects, Lodha group, Taj Hotels, Renaissance, Rustomjee and others. CMC presently has an order book of around INR 84 crore. Moreover, the clientele base is well spread across domestic and international market catering to countries such as UAE, UK, Jordon, and USA amongst others. As customer preference is more towards reputed brands and that the Company has established itself in the market, is likely to benefit it to scale up the operations through increased orders over the medium term.",1,1,0,0,0
494,Extensive management experience and presence in the US market through its wholly owned subsidiary helps in driving business,1,1,0,0,0
495,"Incorporated in 2001, the Company started operating as a job work unit for 4-5 wholesale dealers based out of the USA. Later in 2005, it set up a manufacturing unit for diamond studded gold and silver jewellery. Mr. Adil Kotwal, a Chartered Accountant, is Managing Director of the Company since its inception and has almost two decades of experience in the jewellery manufacturing industry. To strengthen the presence in its key market i.e. USA, the Company set up a wholly owned subsidiary Cynergy Trading Corporation in May 2012 which acts as marketing arm and is also the largest direct customer. The Company caters to its e-commerce customers through this subsidiary. Further, to cater to the increasing demand from developed market, it set up another unit and presently the combined manufacturing capacity is around 2,200 pieces per day. It has a wide product portfolio which includes rings, bangles, bracelets, necklace and others.",1,1,0,0,0
496,"Over the years, on the back of business networking capabilities and the management?s extensive understanding of the industry dynamics, the Company has been able to add reputed customers to its profile. Some of the customers of the Company include Macy?s Inc., J.C. Penny Company, Walmart Inc., Richline Group, Charms Jewellery Limited amongst others. Further, since the manufacturing facilities of the Company are located in SEZ, the Company enjoys tax benefits such as partial/full exemption from income tax, GST, custom duty etc. Thus, the long-standing presence in the industry coupled with access to developed markets is expected to help the Company to sustain its business profile over the medium term.",1,1,0,0,0
497,Low dependence on debt and adequate liquidity position,1,1,0,0,0
498,"Despite large working capital requirements of the Company largely driven from high collection and inventory holding, its reliance on external debt has remained low throughout the review period. The working capital requirements were largely funded through owner?s funds. Further, entire of the profits were retained in the business resulting in increased accretions to reserves and thereby tangible networth. The Company?s networth stood at INR 129 crore as on 31st March 2019.",1,1,0,0,0
499,"With absence of any debt funded capex undertaken over the years and management adopting risk averse strategy, dependence on borrowings has been limited. Its capital structure stood at 0.09 times as on FY 2018 and had nil debt outstanding as on 31st March 2019. As indicated, the utilization of working capital facilities is minimal. On the back of low borrowings and healthy networth levels, the Company?s liquidity also remained adequate marked by absence of any debt obligation, increase in cash accruals and positive cash flow from operations. Its current and quick ratios depicted an increasing trend and stood at 6.2 times and 4.1 times, respectively, as on 31st March 2019.",1,1,0,0,0
500,"With no debt funded capex plans over the near to medium term and improving networth levels, the reliance on debt is expected to remain low thus supporting its financial profile.",1,1,0,0,0
521,Experienced and qualified management driving the revenue growth,1,1,0,0,0
522,"The Group is presently managed by Mr. BVR Mohan Reddy, executive chairman and Mr. Krishna Bodanapu, Managing Director and Chief Executive Officer. Mr. BVR Mohan Reddy holds a graduate degree in mechanical engineering from the College of Engineering, Kakinada, India, and postgraduate degrees from the Indian Institute of Technology in Kanpur and the University of Michigan. In 2007, he received an honorary doctorate degree from the Jawaharlal Nehru Technological Institute in India. As Executive Chairman, he has also been credited with pioneering the Computer-Aided Design/Computer Aided Manufacturing (CAD/CAM) culture in India, introducing computer systems for design and manufacturing applications in 1982. He has been a member of the NASSCOM Executive Council since 2003 and served as the Chairman of the Confederation of Indian Industry (CII), Southern Region. He received the HMA Lifetime Achievement Award, 2015. He has been conferred with the Prestigious Padma Shri Award, 2017 by the then President of India, ? Mr. Pranab Mukherjee. He was also elected as the Chairman of the National Association of Software and Services Companies (NASSCOM) for the year 2015-16. As Managing Director and Chief Executive Officer, Mr. Krishna Bodanapu is responsible for all the operations of the Group. He holds a bachelor's degree in electrical engineering from Purdue University and a master's degree in business administration from the Kellogg School of Management at Northwestern University.",1,1,0,0,0
523,"Under their leadership, the Group has been felicitated with many awards and certifications till date for their performance.ÿThey have also been able to add new customers and have been instrumental in carrying out various mergers/acquisitions benefitting the Group in various capabilities including moving up the value chain. On the back of the management experience and networking abilities, the Group has been able to achieve y-o-y growth in revenue and addition of new clients.",1,1,0,0,0
524,"The Group has its headquarters and development facilities at Hyderabad, India. In India it has branches in Bengaluru, Hyderabad, Kakinada, Noida and Vizag. It also has presence across 55 locations globally across 20 countries. As on 31st March 2019, it has offices set up in 17 locations including Taiwan, South Korea, Malaysia, Philippines, Singapore, New Zealand, United States of America, Israel, United Arab Emirates (UAE), and Australia to serve a global customer base through its subsidiaries in the United States of America (USA), United Kingdom (UK), Germany, Japan, Australia, Singapore, Netherland, Switzerland, Canada, Sweden, Czech Republic and India. Global presence of the Group would enable it to reach out to its prospective customers easily and garner a wide customer base. This can be seen from the fact that the Group was able to add new customers every year during the review period. Global presence would also provide revenue visibility to the Group.",1,1,0,0,0
525,"The Group is engaged in providing global technology services and solutions specializing in geospatial, engineering design, design-led manufacturing, networks and operations, data transformation and analytics. The Group?s range of services include digitization of drawings and maps, photogrammetry, Computer Aided Design/Engineering (CAD/CAE), design and modeling, repair development engineering, reverse engineering application software development, software products development, consulting, implementation, data science & analytics, design-led manufacturing (product realization) & data analytics and electronics system designing to manufacturing & precision machining. These products and services are provided across diverse verticals like aerospace & defense, consumer & medical, heavy machinery, utilities & communications, energy & natural resources, semiconductor and transportation industry. Presence across diverse industries would help in mitigating the risk of downturn in any particular industry. Though, aerospace and defence sector contributed significantly to the total revenue, a positive industry outlook mitigates this risk to a large extent. Further, with acquisition of Ansem in FY 2018, the revenue from semiconductor vertical is expected to bolster. It also ventured into design-led manufacturing (product realization) in FY 2015 with the acquisition of Rangsons Electronics Private Limited. This acquisition has helped the Company move up the value chain by foraying into manufacturing of defense and medical equipment?s. As informed by the management, under S3 (services, systems and solutions) strategy formed by the Group, it positions itself as a Design-Build-Maintain partner in aerospace and defense industry. Strategy execution includes engineering & designing by Cyient, product realization which includes manufacturing by REPL and aftermarket services maintenance repairs overhaul (MRO) support by Pratt GSE-Asia. Global Presence with broad service portfolio provides revenue visibility.",1,1,0,0,0
526,"Strong financial profile marked by adequate margins, comfortable capital structure, and healthy liquidity position",1,1,0,0,0
527,"The Company?s profitability improved at all levels during the review on the back of a revenue growth of 17.98% in FY 2019. Cyient was able to manage its working capital requirements through internal accruals, and advances from customers, thus, resulting in minimal external loans to fund the working capital cycle. Low interest cost on the back of comfortable gearing led to strong interest coverage ratios during the review period. Moderate margins with good return indicators as highlighted below:",1,1,0,0,0
528,"The liquidity position of the Company was adequate, marked by a current ratio of 2.61 times and quick ratio of 2.37 times as on 31st March 2019. Moreover, the Company?s liquidity position is supported by healthy cash accruals (INR 5,885,000 thousand) against maturing debt obligations (INR 431,000 thousand) and year end cash balance of INR 2,436,000 thousand. Furthermore, the fixed deposits stood at INR 6,415,000 thousand further corroborating with the healthy liquidity position elucidated by the Company. Cash flow from operations grew in FY 2019 and stood at INR 3,701,000 thousand.",1,1,0,0,0
542,Extensive experience of management with long-standing relationship with customers,1,1,0,0,0
543,"The Company has been in the business of designing, engineering and manufacturing of pre-fabricated piping systems for more than three decades. It is led by Mr. Krishnan Lalit Bansal, who is the founder promoter and Chairman and Managing Director of the Company. He has experience of around three decades in the piping industry. Moreover, the second tier management also has experience of more than a decade in the industry which provides comfort in execution of orders. This long-standing presence in the industry has helped the Company to establish healthy relationship with its customers and suppliers which ensures repeat business and ease in sourcing of materials.",1,1,0,0,0
544,"On the back of extensive experience, the Company has built relationship with reputed customers such as Dangote Oil Refining Company Limited, Mitsubishi Hitachi Power Systems Limited, General Electric and Thermax Limited among others. Presently, the Company has an order book of around INR 378 crore (0.74 times of the revenue registered during FY 2019) to be executed over a period of eight months. Apart from having reputed clientele base, it has penetrated into various geographies which include USA, Taiwan, Canada, Egypt and others. Thus, promoter?s experience about the industry dynamics given their long-standing presence is expected to benefit the Company?s business profile over medium to long term.",1,1,0,0,0
545,Integrated operations with in-house engineering coupled with accreditations from various authorities resulted in improving profitability,1,1,0,0,0
546,"The Company in into designing, engineering and manufacturing of pre-fabricated piping systems and has a wide product basket in pipe fittings which includes induction pipe bends, tees, caps, clamps and stub ends and others. All the products manufactured by the Company are customized in nature wherein the designs are provided by the management. The services from engineering division which does the basic engineering for these pipe fittings is captively used for manufacturing of these products. Thus, having integrated operations from designing to manufacturing results in operational efficiencies. This is reflected in improving profitability levels, albeit the same remained moderate. The operating margins increased from 8% in FY 2017 to around 12% in FY 2019.",1,1,0,0,0
547,"The facilities are based in Palwal and equipped with fabrication shop, induction pipe bending, critical piping, modular piping solutions, end to end piping system solutions from designing to delivery, pipe fittings and engineering services. The facilities are accredited with ISO 9001: 2008, ISP 3834-2. ISO 14001:2004, OHSAS 18001:2007, IBR, ASME code stamp (PP & S), PED certificate module H, CRN, CWB, etc. Further, it has received certification from National Board of Boiler & Pressure Vessel Inspectors Certificate of Authorization (NB). It is also a member of American Welding Society (AWS). It has also received ?ASME N Stamp? certification, a pre-requisite for nuclear contracts. The Company also has a NABL Accredited testing lab as per ISO/IEC 17025: 2005 accreditations. These certification and accreditation from various authorities enable the Company to cater to diversified and regulated markets and in turn contribute to the topline through increasing orders.",1,1,0,0,0
548,"Despite the Company?s operations being working capital intensive, its dependence on debt to fund the same has remained low. This is primarily on account of extended credit received from suppliers along with customer advances. The Company?s networth levels remained comfortable and depicted an improvement backed by retention of entire profits in the business. Its tangible networth stood at INR 443 crore as on 31st March 2019. With increase in cash accruals, its dependence on debt remained low. The Company?s gearing stood at 0.54 times as on FY 2019. With low reliance on debt and increase in profits, the interest coverage remained adequate at 3.17 times during FY 2019.",1,1,0,0,0
549,"Although the Company has capex plan of around INR 10 crore to INR 12 crore for its regular maintenance, the same is expected to be funded by internal accruals. Low dependence on debt provides financial flexibility to leverage further in case of any business exigencies or to fund its incremental working capital requirements.",1,1,0,0,0
